strategy,family,independence_group,evidence,description,implementation_note,start,end,years,cagr,stress_cagr,annual_vol,excess_shy_sharpe,max_drawdown,ulcer_index,calmar,cvar_5pct_daily,worst_calendar_year,best_calendar_year,largest_year_abs_excess_share,annual_turnover,cagr_2007_2012,cagr_2013_2021,rolling_3y_min,rolling_3y_target_share,rolling_5y_min,rolling_5y_target_share,latest_weights,GFC_return,GFC_maxdd,2011_euro_US_downgrade_return,2011_euro_US_downgrade_maxdd,2018_Q4_return,2018_Q4_maxdd,COVID_crash_return,COVID_crash_maxdd,deflated_sharpe_probability,target_gate,selection_score,max_underwater_days,max_trough_to_recovery_days,max_5pct_trough_to_recovery_days,median_5pct_trough_to_recovery_days,share_5pct_recovered_within_20d,n_5pct_drawdowns,n_unrecovered_5pct_drawdowns,suite,max_recovery_days,duration_hard_pass,objective_gate,joint_gate
recovery_sector_barbell_M_cyc35_mom63_ma100_top2,Recovery-oriented sector barbell,recovery_sector_barbell,long_rule,"M defensive/cyclical barbell; 35% cyclical budget, 63d momentum, 100d trend, top 2.",ETF-only,2007-01-03,2021-12-31,14.988095238095237,0.1141411325644004,0.11195814911134927,0.1322454012403677,0.7228935529254917,-0.28375480624159066,0.0594149951551982,0.40225268454913815,-0.020178511101107063,-0.16269291247906625,0.3026401564415542,0.13391490277311838,3.9217597218679754,0.0758766932421413,0.1403804245801692,0.00110589681583817,0.5569159497021839,0.03572055973247368,0.6505162827640985,"{""XLE"": 0.16941813272834397, ""XLP"": 0.24187501970177847, ""XLU"": 0.18226079668741535, ""XLV"": 0.24044379128811802, ""XLY"": 0.16600225959434425}",-0.25598409730229665,-0.2837548062415921,-0.05480191332389672,-0.08421850816737941,-0.08405045448009729,-0.08778476608131547,-0.2152587197317063,-0.21627888778390258,,,,505,243,243,28.5,0.2777777777777778,18,0,recovery_sweep,505.0,False,False,False
recovery_sector_barbell_M_cyc50_mom63_ma100_top2,Recovery-oriented sector barbell,recovery_sector_barbell,long_rule,"M defensive/cyclical barbell; 50% cyclical budget, 63d momentum, 100d trend, top 2.",ETF-only,2007-01-03,2021-12-31,14.988095238095237,0.11762712980522605,0.11462238980434858,0.1315903849394827,0.7487724137058995,-0.2389545441730041,0.05607122570232309,0.4922573463179822,-0.020262805992021325,-0.13931762849023754,0.317737616641921,0.13592725793297442,5.3827677768986,0.08443358299366888,0.14029849815457274,0.016708884344822206,0.5172071475843812,0.037629429099031775,0.6568705321683876,"{""XLE"": 0.24437506382512098, ""XLP"": 0.18786362700925713, ""XLU"": 0.1415614327164141, ""XLV"": 0.1867519960471162, ""XLY"": 0.23944788040209158}",-0.21221994484801932,-0.23895454417300177,-0.04574336524931644,-0.06819899092430393,-0.08218595661909656,-0.08539498652566946,-0.1830275730366373,-0.18567547985923027,,,,416,256,256,25.0,0.43478260869565216,23,0,recovery_sweep,416.0,False,True,False
sector_downside_trend,Sector allocation,sector_downside,long_rule,"Monthly sectors above 200d MA, inverse 126d downside deviation, 25% cap; residual SHY.",ETF-only,2007-01-03,2021-12-31,14.988095238095235,0.0999716173753286,0.097636239947511,0.128995385954895,0.6441837285317951,-0.219678194748596,0.0676853253947657,0.4550821144981554,-0.020618826355646,-0.1365162321017569,0.3195751304762784,0.1480404409095351,4.24961350842926,0.0480490584728849,0.135975695114445,-0.0221221604591534,0.3977498345466578,0.0155772571498811,0.5524225575853853,"{""XLB"": 0.1179811881912434, ""XLE"": 0.06355981665380876, ""XLF"": 0.09650049091789772, ""XLK"": 0.131102886459558, ""XLP"": 0.17032767034439794, ""XLU"": 0.12834751159155425, ""XLV"": 0.16931980354719808, ""XLY"": 0.12286063229434172}",-0.1374634727292567,-0.1878665289918175,-0.1030258979239949,-0.1473279884537236,-0.1037340814805326,-0.1074390682385314,-0.1268896544807537,-0.1278700928480087,0.8368766909760633,True,0.2061712958522111,519,256,256,26.0,0.3684210526315789,19,0,original_104,,,True,
recovery_sector_barbell_M_cyc50_mom63_ma200_top2,Recovery-oriented sector barbell,recovery_sector_barbell,long_rule,"M defensive/cyclical barbell; 50% cyclical budget, 63d momentum, 200d trend, top 2.",ETF-only,2007-01-03,2021-12-31,14.988095238095237,0.11331574959857993,0.11039549476299304,0.13770172118733642,0.6947599940465423,-0.2464881896946075,0.06304031473155493,0.45972080747144606,-0.02110930307231624,-0.14783758724434581,0.3177376166419206,0.14534206785971612,5.251482219778803,0.0700031209568166,0.14313386147812968,-0.013841895804111659,0.5304434149569821,0.028421973997315497,0.630659253375695,"{""XLE"": 0.24437506382512098, ""XLP"": 0.18786362700925713, ""XLU"": 0.1415614327164141, ""XLV"": 0.18675199604711618, ""XLY"": 0.23944788040209156}",-0.22001823815502763,-0.24648818969460584,-0.04574336524931677,-0.06819899092430393,-0.08218595661909733,-0.08539498652567046,-0.24170506669847125,-0.24416279264020246,,,,557,257,257,23.0,0.47619047619047616,21,0,recovery_sweep,557.0,False,True,False
recovery_sector_barbell_W_cyc50_mom63_ma200_top2,Recovery-oriented sector barbell,recovery_sector_barbell,long_rule,"W defensive/cyclical barbell; 50% cyclical budget, 63d momentum, 200d trend, top 2.",ETF-only,2007-01-03,2021-12-31,14.988095238095237,0.09428057779526178,0.08800102779158281,0.13227151761618727,0.5919077272294624,-0.25422270380005263,0.06747148445629184,0.37085821362915683,-0.02065584322556557,-0.15535248916483446,0.3152465438665797,0.16234137703631435,11.507016058506514,0.0545050298158023,0.12160324538784195,-0.009636866566746671,0.3914626075446724,0.021734327014682586,0.5031771247021446,"{""XLK"": 0.24583369692020954, ""XLP"": 0.18276056449517025, ""XLU"": 0.14594775802332394, ""XLV"": 0.1765823140385322, ""XLY"": 0.2488756665227642}",-0.2296556789520855,-0.25422270380005174,-0.0542605252842957,-0.07834639476670147,-0.07215273628808538,-0.07807089410543588,-0.23901157149533692,-0.24104247569703885,,,,557,257,257,32.0,0.29411764705882354,17,0,recovery_sweep,557.0,False,False,False
recovery_sector_barbell_W_cyc35_mom63_ma100_top2,Recovery-oriented sector barbell,recovery_sector_barbell,long_rule,"W defensive/cyclical barbell; 35% cyclical budget, 63d momentum, 100d trend, top 2.",ETF-only,2007-01-03,2021-12-31,14.988095238095237,0.10173376032563364,0.09685611859253074,0.13163787693947226,0.6435530674123864,-0.30365572185614753,0.06456285933476837,0.3350299467560454,-0.0202123228988097,-0.18473368008593927,0.3005160290549229,0.14869734597562337,8.872268402191636,0.06311108290942591,0.12823495402273744,-0.007812568511416096,0.4811383189940437,0.029086099614116234,0.5901509134233519,"{""XLK"": 0.1715390573594524, ""XLP"": 0.23683692299401385, ""XLU"": 0.18913170914960925, ""XLV"": 0.22883061248781494, ""XLY"": 0.17366169800910952}",-0.27979976139398255,-0.3036557218561481,-0.06026747640100627,-0.09119630344805785,-0.07712931666758593,-0.08282684626023673,-0.2196371888380666,-0.22043223862879258,,,,568,257,257,45.0,0.125,16,0,recovery_sweep,568.0,False,False,False
recovery_sector_barbell_M_cyc50_mom126_ma200_top2,Recovery-oriented sector barbell,recovery_sector_barbell,long_rule,"M defensive/cyclical barbell; 50% cyclical budget, 126d momentum, 200d trend, top 2.",ETF-only,2007-01-03,2021-12-31,14.988095238095237,0.09996917133154604,0.09747958802329526,0.14186909006399762,0.5968820767883338,-0.2757239570386566,0.07154761516812719,0.3625697687108499,-0.02187895926068485,-0.18044779330934613,0.33267235811522533,0.16118893628084935,4.530550578581044,0.05735777270769926,0.1293003319949897,-0.01661445128503858,0.4874255459960291,0.023985813183624805,0.5615567911040509,"{""XLK"": 0.24542243028356758, ""XLP"": 0.1876032305449905, ""XLU"": 0.14136521540099914, ""XLV"": 0.18649314040677975, ""XLY"": 0.23911598336366294}",-0.25720092878246725,-0.27572395703865826,-0.09666110371236536,-0.15534427546044582,-0.07497156419931483,-0.07737281654911998,-0.24170506669847158,-0.24416279264020246,,,,558,258,258,22.5,0.45,20,0,recovery_sweep,558.0,False,False,False
recovery_sector_barbell_M_cyc35_mom126_ma200_top3,Recovery-oriented sector barbell,recovery_sector_barbell,long_rule,"M defensive/cyclical barbell; 35% cyclical budget, 126d momentum, 200d trend, top 3.",ETF-only,2007-01-03,2021-12-31,14.988095238095237,0.10397907362217462,0.102618738679495,0.13526742614292905,0.644749988947757,-0.2930178017786391,0.06692671215857612,0.35485582442777935,-0.02066078573109152,-0.17267228062215867,0.3165833954511017,0.1547432233921821,2.4654838734167224,0.056685525916928325,0.13664901327841528,-0.011705753675720354,0.5357379219060225,0.02869815655660135,0.6330420969023034,"{""XLE"": 0.11274472055243123, ""XLK"": 0.11338509515095986, ""XLP"": 0.2414452136768989, ""XLU"": 0.18193692368634154, ""XLV"": 0.24001652852130595, ""XLY"": 0.11047151841206246}",-0.26761198474864856,-0.29301780177863823,-0.09392413085675277,-0.14765397638794053,-0.0835499134782135,-0.08715341897580509,-0.2440565814300757,-0.24414691194492433,,,,573,262,262,38.0,0.4117647058823529,17,0,recovery_sweep,573.0,False,False,False
recovery_sector_barbell_M_cyc35_mom126_ma100_top2,Recovery-oriented sector barbell,recovery_sector_barbell,long_rule,"M defensive/cyclical barbell; 35% cyclical budget, 126d momentum, 100d trend, top 2.",ETF-only,2007-01-03,2021-12-31,14.988095238095237,0.09932240805184156,0.09747474796813993,0.1342133693717678,0.618233617704711,-0.30192901376757564,0.06848337815639427,0.3289594690237347,-0.020666772338085723,-0.18393897863656516,0.3136496516220433,0.15459452625112124,3.36357024908767,0.051840214317027344,0.13213272027387668,-0.013772191356309693,0.4880873593646592,0.028398974545603695,0.5730738681493248,"{""XLK"": 0.17021660991081028, ""XLP"": 0.24164249393658818, ""XLU"": 0.18208558086204332, ""XLV"": 0.24021264142971824, ""XLY"": 0.16584267386083987}",-0.28116809010108024,-0.30192901376757464,-0.09630177979879928,-0.14952368209129963,-0.0803885971102346,-0.08176800537795192,-0.21525871973170618,-0.21627888778390247,,,,573,262,262,39.0,0.29411764705882354,17,0,recovery_sweep,573.0,False,False,False
recovery_sector_barbell_W_cyc35_mom63_ma200_top3,Recovery-oriented sector barbell,recovery_sector_barbell,long_rule,"W defensive/cyclical barbell; 35% cyclical budget, 63d momentum, 200d trend, top 3.",ETF-only,2007-01-03,2021-12-31,14.988095238095237,0.09557284210840655,0.09165679940256011,0.12982496329052576,0.6089437139762824,-0.2848224361163124,0.06475268063662633,0.3355523652265148,-0.01987875221136404,-0.1618396457442256,0.2918719343651355,0.15231375702418953,7.160271570506314,0.05086716600686669,0.12640068683870775,-0.015949321243054704,0.45268034414295166,0.024518690537127075,0.5444797458300238,"{""XLB"": 0.11716649567391488, ""XLK"": 0.11408804446790695, ""XLP"": 0.23627500772809631, ""XLU"": 0.18868297846481258, ""XLV"": 0.22828769285838954, ""XLY"": 0.11549978080687971}",-0.2690273006768521,-0.28482243611631264,-0.059633890355333286,-0.09058357022245189,-0.08077344582055601,-0.08476674697396103,-0.2443234135462451,-0.2450270698407433,,,,573,262,262,46.5,0.25,16,0,recovery_sweep,573.0,False,False,False
